filename,class,truncated,occluded,observation angle,xmin,ymin,xmax,ymax,height,width,length,xloc,yloc,zloc,rot_y
000383.txt,Car,0.00,2,1.64,452.52,168.47,485.07,192.21,1.45,1.75,4.23,-8.77,0.70,45.82,1.46
000384.txt,Car,0.10,1,0.89,1095.73,185.07,1223.00,236.45,1.57,1.71,3.94,19.24,1.76,24.50,1.55
000384.txt,Car,0.00,1,-2.29,1032.09,183.82,1157.47,232.59,1.47,1.62,3.36,16.29,1.60,23.75,-1.69
000384.txt,Car,0.00,1,-2.16,952.67,181.88,1068.65,234.44,1.62,1.72,3.58,13.74,1.69,24.23,-1.64
000384.txt,Car,0.00,1,-1.64,602.54,172.46,636.73,202.78,1.49,1.53,3.18,0.72,1.09,36.84,-1.62
000384.txt,Pedestrian,0.00,0,0.21,975.02,151.12,1056.35,326.19,1.77,0.65,0.93,4.61,1.48,7.71,0.73
000384.txt,Pedestrian,0.00,1,0.22,998.33,165.03,1082.33,317.09,1.63,0.66,0.89,5.16,1.47,8.13,0.77
000384.txt,Pedestrian,0.00,0,0.85,615.06,156.57,671.39,282.46,1.79,0.94,0.99,0.64,1.45,10.75,0.91
000384.txt,Pedestrian,0.00,2,1.54,265.34,155.90,301.58,225.86,1.89,0.87,1.09,-9.02,1.22,19.77,1.12
000384.txt,Pedestrian,0.00,1,1.48,319.85,156.41,339.52,225.13,1.89,0.88,1.00,-7.98,1.22,20.04,1.11
000384.txt,Pedestrian,0.00,2,1.71,322.27,158.82,363.51,230.50,1.89,0.88,1.13,-7.17,1.32,19.33,1.36
000384.txt,Pedestrian,0.00,0,1.42,326.44,157.17,361.44,247.48,1.89,0.84,1.06,-5.65,1.40,15.48,1.08
000384.txt,Pedestrian,0.00,0,1.15,380.67,162.31,423.33,242.96,1.77,0.90,1.11,-4.78,1.37,16.22,0.87
000384.txt,Pedestrian,0.00,0,1.43,217.91,154.91,249.24,236.87,1.84,0.78,1.12,-8.61,1.26,16.55,0.96
000384.txt,Pedestrian,0.00,0,1.36,261.73,156.23,291.06,236.27,1.84,0.74,1.16,-7.85,1.28,16.93,0.93
000384.txt,Pedestrian,0.00,0,1.29,296.19,163.29,323.19,235.07,1.70,0.66,1.10,-7.17,1.29,17.40,0.91
000384.txt,Pedestrian,0.00,1,1.71,289.52,159.11,315.52,231.68,1.84,0.79,1.03,-8.15,1.30,18.60,1.30
000385.txt,Car,0.00,0,-1.88,754.96,190.98,1024.52,371.56,1.46,1.54,3.62,2.68,1.69,7.91,-1.57
000385.txt,Car,0.00,0,1.67,505.90,180.20,564.96,228.71,1.52,1.57,4.42,-2.53,1.78,25.01,1.57
000385.txt,Car,0.00,0,1.43,668.54,181.00,743.45,239.03,1.51,1.58,3.92,2.65,1.75,20.96,1.55
000385.txt,Car,0.00,1,1.59,552.32,182.21,582.49,209.94,1.46,1.60,3.33,-2.38,1.99,40.29,1.53
000385.txt,Car,0.00,1,-1.64,648.43,178.32,683.42,209.11,1.64,1.70,3.54,3.08,1.96,40.62,-1.56
000386.txt,Car,0.00,0,-1.57,569.27,178.19,613.88,218.86,1.60,1.76,3.84,-0.71,1.32,30.51,-1.59
000386.txt,Car,0.45,0,-1.12,0.00,180.33,410.10,375.00,1.64,1.72,4.24,-3.19,1.61,6.23,-1.58
000386.txt,Car,0.29,3,-0.96,0.00,190.67,209.01,310.58,1.45,1.61,3.72,-7.92,1.57,10.89,-1.58
000386.txt,Car,0.00,1,-1.25,306.71,177.56,400.23,233.63,1.65,1.66,3.96,-8.14,1.41,23.27,-1.58
000386.txt,Car,0.00,0,-1.37,421.49,183.49,508.95,243.09,1.48,1.64,3.81,-3.90,1.44,20.07,-1.56
000386.txt,Car,0.00,2,-1.33,383.23,182.22,447.69,219.80,1.44,1.71,3.78,-7.97,1.33,30.01,-1.58
000386.txt,Car,0.00,1,-1.45,498.87,183.73,546.62,217.13,1.37,1.61,4.21,-3.79,1.32,32.35,-1.56
000386.txt,Van,0.00,1,-1.52,534.32,164.65,561.14,196.89,2.74,2.09,5.96,-5.33,0.97,64.55,-1.61
000386.txt,Car,0.00,2,-1.00,40.27,185.85,205.47,253.22,1.50,1.55,3.99,-12.27,1.54,18.48,-1.58
000387.txt,Car,0.00,0,-1.56,578.22,183.58,638.11,240.81,1.56,1.65,3.69,-0.07,1.90,21.91,-1.56
000387.txt,Car,0.00,1,1.85,385.14,187.58,435.98,213.25,1.29,1.57,4.38,-11.05,2.14,40.16,1.58
000387.txt,Car,0.00,1,1.75,466.19,185.79,492.19,203.10,1.40,1.54,3.67,-11.23,2.53,62.02,1.58
000387.txt,Car,0.00,0,-0.81,633.80,178.74,674.57,196.78,1.53,1.57,3.54,3.91,2.06,63.69,-0.75
000388.txt,Car,0.00,0,-1.51,527.71,176.48,549.82,196.14,1.66,1.73,3.05,-6.23,2.00,63.22,-1.61
000388.txt,Truck,0.00,0,-1.58,564.65,165.19,591.89,194.67,2.85,2.63,12.34,-3.43,2.18,76.66,-1.62
000388.txt,Tram,0.00,1,-1.45,465.00,162.29,511.30,196.30,3.19,2.67,17.04,-12.67,2.29,76.68,-1.61
000389.txt,Car,0.00,0,-1.56,581.69,171.37,616.81,204.79,1.54,1.63,3.67,-0.54,1.50,35.55,-1.58
000389.txt,Car,0.00,2,-1.56,595.04,167.05,624.33,197.61,1.77,1.69,4.32,-0.02,1.46,44.35,-1.56
000389.txt,Car,0.20,0,-1.98,780.05,179.32,1191.74,374.00,1.49,1.55,3.93,2.76,1.56,6.45,-1.59
000389.txt,Car,0.00,1,-1.74,710.82,173.98,841.65,284.41,1.54,1.48,3.17,2.51,1.58,11.73,-1.54
000389.txt,Car,0.00,0,-1.66,653.71,165.38,702.87,210.65,1.74,1.62,4.13,2.75,1.48,30.10,-1.58
000389.txt,Car,0.80,0,2.24,0.00,210.60,120.99,340.40,1.34,1.62,3.67,-7.62,1.86,8.25,1.51
000389.txt,Car,0.00,1,2.07,76.22,188.10,286.69,285.57,1.51,1.58,4.16,-7.89,1.83,13.71,1.56
000389.txt,Car,0.00,0,1.92,286.18,181.93,391.72,238.78,1.51,1.65,3.94,-7.96,1.79,21.46,1.57
000389.txt,Car,0.00,1,-1.62,635.52,168.74,658.66,190.67,1.60,1.56,3.45,2.77,1.32,54.83,-1.57
000390.txt,Car,0.00,0,1.60,478.55,182.18,520.33,225.26,1.68,1.63,3.90,-4.67,2.09,30.59,1.45
000390.txt,Car,0.00,2,1.45,463.21,185.28,499.61,210.78,1.47,1.70,4.39,-8.06,2.26,44.83,1.27
000391.txt,Car,0.00,0,-1.58,579.01,176.54,617.32,211.48,1.60,1.76,3.84,-0.52,1.20,35.20,-1.60
000391.txt,Van,0.56,0,-0.97,0.00,91.15,259.51,338.03,2.58,1.91,6.53,-7.41,1.58,10.07,-1.59
000391.txt,Car,0.00,1,-1.17,210.96,184.65,348.23,254.44,1.48,1.64,3.82,-7.88,1.49,17.58,-1.58
000391.txt,Misc,0.00,1,-1.44,482.71,157.53,545.31,218.07,2.41,2.03,5.13,-4.00,1.29,31.35,-1.57
000391.txt,Misc,0.00,0,-1.36,352.40,123.65,508.69,264.46,2.64,2.22,5.52,-3.77,1.47,16.36,-1.58
000391.txt,Truck,0.00,1,-1.52,528.20,139.91,571.26,200.10,4.05,2.50,16.44,-4.34,0.94,56.84,-1.60
000392.txt,Car,0.00,0,-1.92,792.08,191.36,1069.66,363.02,1.43,1.58,3.37,3.17,1.67,7.97,-1.56
000392.txt,Car,0.00,0,-2.68,32.99,185.54,350.25,285.10,1.41,1.53,4.11,-6.50,1.64,11.44,3.10
000392.txt,Car,0.00,1,-2.81,247.35,180.16,425.97,247.30,1.46,1.57,3.60,-6.36,1.65,16.93,3.12
000392.txt,Car,0.00,2,0.28,295.85,180.98,472.61,241.34,1.48,1.54,4.19,-5.92,1.72,19.10,-0.02
000392.txt,Car,0.00,2,-2.83,323.62,178.69,475.86,232.65,1.52,1.57,4.08,-6.25,1.71,21.57,-3.11
000392.txt,Car,0.00,2,-1.81,734.41,177.49,878.59,283.02,1.62,1.61,3.55,3.31,1.72,12.94,-1.57
000392.txt,Car,0.00,0,-1.74,679.74,183.29,737.71,224.72,1.39,1.51,3.40,3.51,1.79,26.44,-1.61
000392.txt,Car,0.00,2,0.25,393.68,181.00,506.18,228.03,1.48,1.49,3.38,-5.32,1.77,24.02,0.04
000392.txt,Van,0.00,2,0.22,416.89,173.69,513.59,222.36,1.70,1.57,3.19,-5.28,1.75,26.39,0.02
000392.txt,Van,0.00,0,-1.62,645.33,164.11,676.49,197.37,2.33,1.96,6.11,3.74,1.76,54.13,-1.56
000392.txt,Car,0.00,2,-3.01,495.79,177.31,560.64,199.28,1.46,1.61,4.31,-5.69,1.80,50.29,-3.12
000393.txt,Car,0.49,3,-2.46,0.00,198.95,259.41,349.93,1.49,1.59,4.44,-6.65,1.83,8.22,-3.13
000393.txt,Car,0.00,2,-2.59,25.48,192.11,361.15,303.68,1.48,1.63,4.10,-6.10,1.81,10.75,-3.10
000393.txt,Car,0.00,2,0.52,98.50,194.11,375.17,276.94,1.39,1.60,4.35,-6.84,1.82,13.38,0.06
000393.txt,Car,0.00,2,0.45,232.08,183.45,405.87,257.15,1.52,1.48,3.23,-6.40,1.78,15.93,0.07
000393.txt,Car,0.00,0,-1.78,694.73,180.25,827.33,269.28,1.41,1.56,4.08,2.63,1.56,13.64,-1.59
000393.txt,Car,0.00,2,0.34,380.79,179.88,498.29,225.41,1.52,1.64,3.65,-5.96,1.78,25.26,0.11
000393.txt,Car,0.00,1,-1.65,661.78,173.37,709.12,212.04,1.43,1.58,3.37,2.91,1.48,28.66,-1.55
000393.txt,Car,0.00,2,-2.97,408.91,180.24,508.06,213.66,1.41,1.53,4.11,-6.72,1.76,32.13,3.11
000393.txt,Van,0.00,2,-1.60,636.20,161.66,657.03,185.33,2.33,1.96,6.11,3.75,1.26,74.81,-1.55
000394.txt,Car,0.00,2,-1.52,563.33,174.30,581.00,190.20,1.66,1.73,3.05,-4.07,1.84,77.80,-1.57
000394.txt,Truck,0.00,0,-1.58,593.18,161.19,620.73,191.02,2.85,2.63,12.34,-0.38,1.81,75.84,-1.59
000394.txt,Tram,1.00,1,-0.75,0.00,63.46,274.32,300.06,3.19,2.67,17.04,-9.60,1.72,8.88,-1.56
000394.txt,Tram,0.00,1,-1.20,157.95,114.72,411.87,246.64,3.17,2.76,12.84,-9.68,1.84,23.90,-1.58
000394.txt,Pedestrian,0.00,1,-2.96,120.44,158.83,163.77,272.88,1.81,0.88,0.66,-7.70,1.59,12.00,2.76
000395.txt,Car,0.10,0,-1.96,785.07,200.33,1094.71,374.00,1.39,1.51,3.40,2.94,1.73,7.32,-1.59
000395.txt,Van,0.53,3,0.67,0.00,166.52,221.62,361.38,1.70,1.57,3.19,-5.90,1.67,7.10,-0.01
000395.txt,Car,0.00,1,-2.75,93.42,179.73,346.66,288.36,1.63,1.55,3.35,-6.35,1.76,11.95,3.05
000395.txt,Car,0.00,2,2.80,813.32,192.57,1044.32,264.76,1.34,1.52,3.99,6.29,1.77,14.65,-3.09
000395.txt,Car,0.00,2,-0.23,795.64,181.82,964.19,254.60,1.63,1.53,3.45,6.25,1.86,17.11,0.11
000395.txt,Car,0.00,2,2.87,720.78,175.82,861.11,229.83,1.76,1.71,4.40,6.17,1.89,25.02,3.11
000395.txt,Misc,0.00,2,0.27,344.93,199.16,438.04,244.35,1.08,1.29,2.05,-5.71,1.80,18.84,-0.02
000395.txt,Car,0.00,2,0.30,294.24,159.48,452.46,239.89,2.22,1.68,4.08,-6.88,1.87,21.15,-0.01
000395.txt,Van,0.00,0,-1.65,637.45,161.81,689.57,215.14,2.33,1.96,6.11,2.45,1.89,34.91,-1.58
000395.txt,Car,0.00,1,-2.93,390.82,182.82,500.66,219.34,1.46,1.61,4.31,-6.96,1.91,30.71,3.13
000395.txt,Car,0.00,2,-3.09,433.34,176.51,525.97,214.93,1.80,1.77,4.41,-6.44,2.01,35.81,3.01
000395.txt,Van,0.00,2,-1.62,625.12,164.87,657.83,203.03,2.57,1.99,6.64,2.20,2.08,52.37,-1.58
000395.txt,Van,0.00,2,0.10,506.05,168.10,565.12,197.11,2.86,1.88,5.81,-7.56,2.42,73.62,-0.00
000396.txt,Car,0.00,0,1.61,555.48,186.43,578.16,204.26,1.42,1.74,4.24,-3.67,2.61,61.66,1.56
000396.txt,Van,0.00,0,-1.57,593.79,180.16,618.74,205.11,1.88,1.88,4.53,-0.32,2.47,57.11,-1.58
000397.txt,Car,0.96,0,-2.28,888.59,220.02,1241.00,374.00,1.35,1.58,4.05,2.91,1.70,3.38,-1.61
000397.txt,Car,0.00,0,-1.73,659.74,174.77,737.60,237.05,1.76,1.71,4.35,2.65,1.85,22.78,-1.62
000397.txt,Car,0.00,1,-2.72,248.74,184.15,423.42,251.50,1.52,1.58,3.61,-6.58,1.82,17.43,-3.08
000397.txt,Car,0.00,2,0.28,276.87,183.57,461.62,243.88,1.52,1.71,4.49,-6.52,1.84,19.76,-0.03
000397.txt,Car,0.00,2,0.22,388.39,173.86,510.32,224.45,1.95,1.64,4.57,-6.48,2.02,29.27,0.00
000397.txt,Car,0.00,2,-1.65,646.35,182.83,689.23,218.42,1.54,1.67,3.72,2.61,2.02,33.67,-1.57
000397.txt,Pedestrian,0.00,2,2.19,101.80,169.11,126.46,245.41,1.81,0.54,0.41,-11.91,1.73,17.36,1.60
000397.txt,Misc,0.00,2,-2.74,227.39,214.96,365.43,293.31,1.13,0.52,1.90,-4.86,1.81,11.12,3.14
000397.txt,Misc,0.00,0,-1.10,163.18,208.47,284.69,326.88,1.19,0.55,1.65,-4.54,1.65,8.51,-1.57
000397.txt,Misc,0.00,2,-2.98,275.30,197.29,393.93,271.34,1.17,0.51,1.81,-4.66,1.60,12.18,2.95
000397.txt,Misc,0.00,2,-2.92,317.74,199.32,412.97,264.34,1.19,0.55,1.66,-4.75,1.72,13.93,3.04
000397.txt,Misc,0.00,2,-0.78,66.10,193.49,205.63,325.18,1.43,0.46,1.53,-5.77,1.70,8.81,-1.35
000397.txt,Misc,0.00,2,-2.52,782.26,214.33,1002.03,353.51,1.18,0.84,2.06,2.88,1.68,7.73,-2.18
000398.txt,Pedestrian,0.00,0,-2.84,359.80,165.53,439.45,332.48,1.68,0.54,1.10,-2.20,1.53,7.41,-3.12
000399.txt,Car,0.00,0,-1.50,552.07,177.05,572.55,195.16,1.66,1.73,3.05,-4.52,2.08,68.50,-1.57
000399.txt,Truck,0.00,0,-1.58,586.94,162.57,614.37,192.27,2.85,2.63,12.34,-1.08,1.94,76.16,-1.60
000399.txt,Van,0.00,2,1.97,266.79,179.72,325.94,211.39,2.16,1.93,5.45,-22.70,2.67,52.42,1.57
000399.txt,Tram,0.00,1,-1.39,428.55,151.73,509.21,202.69,3.19,2.67,17.04,-10.10,1.96,54.01,-1.57
000400.txt,Car,0.00,0,-1.67,642.24,178.50,680.14,208.68,1.38,1.49,3.32,2.41,1.66,34.98,-1.60
000400.txt,Car,0.00,0,-1.75,685.77,178.12,767.02,235.21,1.50,1.62,3.89,3.27,1.67,21.18,-1.60
000400.txt,Car,0.67,0,-2.15,885.80,160.44,1241.00,374.00,1.69,1.58,3.95,3.64,1.65,5.47,-1.59
000400.txt,Truck,0.00,0,-1.89,755.82,101.65,918.16,230.75,3.55,2.56,7.97,7.06,1.63,23.91,-1.61
000400.txt,Car,0.00,1,-2.73,928.61,177.14,1016.83,209.77,1.48,1.36,3.51,17.33,1.71,34.63,-2.27
000401.txt,Car,0.97,1,-0.87,0.00,198.12,356.05,374.00,1.46,1.68,4.10,-2.80,1.63,3.23,-1.55
000401.txt,Car,0.00,0,-1.77,659.29,177.45,766.69,251.02,1.49,1.64,4.17,2.22,1.61,16.89,-1.64
000401.txt,Car,0.02,1,-1.22,85.17,185.69,416.22,374.00,1.44,1.65,4.25,-3.44,1.61,7.79,-1.63
000401.txt,Pedestrian,0.00,2,-1.01,116.32,155.71,176.80,343.38,1.83,0.60,0.39,-4.73,1.67,7.26,-1.57
000401.txt,Pedestrian,0.00,2,-1.10,217.68,166.17,252.76,301.70,1.81,0.34,0.32,-5.18,1.73,9.84,-1.57
000401.txt,Car,0.00,0,-1.52,510.43,173.32,556.99,214.44,1.60,1.75,3.89,-3.18,1.65,30.33,-1.63
000401.txt,Car,0.00,2,-1.73,634.82,172.77,691.27,215.40,1.59,1.64,4.03,2.04,1.62,29.24,-1.66
000401.txt,Pedestrian,0.00,2,-1.13,244.92,171.31,275.35,309.62,1.78,0.40,0.43,-4.64,1.77,9.53,-1.57
000401.txt,Car,0.00,2,-1.46,535.67,178.56,567.07,203.68,1.46,1.56,3.21,-3.57,1.82,44.08,-1.54
000401.txt,Car,0.00,2,-1.58,622.16,170.42,651.22,200.63,1.83,1.75,4.52,1.66,1.71,46.27,-1.55
000402.txt,Car,0.00,0,1.82,383.59,188.90,506.24,261.26,1.43,1.75,4.47,-3.79,1.85,17.17,1.61
000402.txt,Van,0.00,1,1.75,456.42,172.46,524.11,226.03,1.73,1.67,3.94,-4.17,1.75,25.48,1.58
000402.txt,Car,0.00,0,1.65,527.13,173.92,557.45,198.90,1.39,1.48,3.76,-3.97,1.48,42.43,1.55
000402.txt,Van,0.00,1,1.63,537.09,165.63,565.21,193.84,1.81,1.66,4.05,-3.97,1.38,48.86,1.54
000403.txt,Car,1.00,0,2.43,0.00,224.77,211.68,374.00,1.44,1.56,3.84,-2.95,1.71,2.03,1.53
000403.txt,Car,0.00,0,-1.49,443.36,181.89,517.53,247.70,1.50,1.55,4.21,-3.32,1.75,18.87,-1.66
000403.txt,Car,0.00,0,-1.70,644.76,166.32,727.09,243.59,1.82,1.65,3.67,1.86,1.69,18.98,-1.60
000403.txt,Misc,0.00,2,-1.48,485.89,193.13,529.02,221.74,1.00,1.43,2.52,-3.97,1.81,27.92,-1.62
000403.txt,Car,0.00,2,1.62,503.15,181.57,543.49,215.80,1.42,1.57,4.10,-3.88,1.82,32.49,1.51
000403.txt,Car,0.00,2,-1.71,624.31,181.90,679.68,220.41,1.43,1.64,4.14,1.60,1.81,29.33,-1.66
000404.txt,Car,0.00,0,-1.63,508.52,182.69,530.26,200.40,1.37,1.54,3.56,-7.23,1.18,58.51,-1.75
000404.txt,Car,0.00,0,-1.67,541.75,178.07,619.77,243.03,1.60,1.76,3.84,-0.88,1.42,19.90,-1.71
000404.txt,Car,0.92,0,-0.93,0.00,206.32,92.31,361.15,1.36,1.61,3.76,-6.33,1.61,6.04,-1.71
000404.txt,Van,0.77,3,-1.01,0.00,164.16,96.07,272.14,1.88,1.86,5.13,-11.64,1.52,12.90,-1.73
000404.txt,Car,0.00,0,-1.20,86.85,193.98,287.90,295.95,1.37,1.59,3.89,-6.96,1.57,12.31,-1.71
000404.txt,Car,0.00,0,-1.56,446.50,180.26,502.06,231.81,1.58,1.68,3.95,-4.53,1.42,24.30,-1.75
000404.txt,Car,0.00,1,-1.33,250.73,185.67,353.31,242.13,1.42,1.69,4.53,-8.78,1.45,20.96,-1.73
000404.txt,Car,0.00,2,-1.20,142.94,186.08,260.39,238.86,1.42,1.70,4.13,-12.31,1.47,22.05,-1.70
000404.txt,Car,0.00,0,-1.40,349.56,183.91,401.96,218.31,1.42,1.53,4.20,-10.47,1.38,32.59,-1.70
000404.txt,Van,0.00,2,-1.28,225.36,170.66,305.76,220.45,1.99,1.89,4.59,-14.77,1.39,31.25,-1.72
000404.txt,Car,0.00,2,-1.43,379.97,183.36,419.63,210.15,1.43,1.62,4.08,-11.91,1.34,41.31,-1.71
000404.txt,Van,0.00,1,-1.51,412.00,167.78,441.90,202.17,2.58,1.91,6.53,-14.39,1.25,57.46,-1.76
000404.txt,Misc,0.00,1,-1.56,457.49,161.72,492.73,202.91,2.64,2.22,5.52,-9.05,1.11,49.21,-1.74
000405.txt,Car,0.01,0,-1.58,518.59,165.50,740.72,374.00,1.55,1.63,3.32,0.10,1.52,7.01,-1.57
000405.txt,Car,0.00,1,-2.22,15.32,203.53,117.08,234.22,1.46,1.85,4.52,-28.20,3.09,37.39,-2.87
000405.txt,Car,0.00,0,1.87,377.23,185.17,418.37,205.13,1.37,1.82,3.96,-15.61,2.30,53.18,1.58
000405.txt,Car,0.00,0,-2.42,172.64,193.99,243.81,223.58,1.60,1.60,3.29,-22.83,2.83,40.99,-2.93
000405.txt,Car,0.00,0,1.92,335.17,187.99,374.53,208.15,1.38,1.79,2.94,-18.57,2.51,52.57,1.59
000405.txt,Car,0.00,0,1.80,425.60,181.13,464.07,201.12,1.40,1.75,4.75,-12.28,2.03,53.85,1.58
000406.txt,Car,0.00,0,-1.57,598.57,170.92,664.92,235.02,1.61,1.66,3.20,0.55,1.59,19.90,-1.55
000407.txt,Pedestrian,0.00,0,0.40,249.39,159.36,317.61,312.43,1.72,0.55,1.10,-3.79,1.49,8.31,-0.01
000408.txt,Car,1.00,0,-0.68,0.00,200.29,226.27,374.00,1.47,1.60,3.66,-2.92,1.61,2.07,-1.58
000408.txt,Car,0.00,0,1.75,468.04,170.73,546.70,233.79,1.70,1.63,4.08,-3.01,1.67,21.68,1.61
000408.txt,Car,0.00,0,-1.80,719.27,175.50,893.58,317.32,1.59,1.59,2.47,2.36,1.64,9.39,-1.56
000408.txt,Cyclist,0.00,3,1.60,585.19,170.36,602.87,224.54,1.81,0.55,1.19,-0.58,1.74,24.80,1.58
000408.txt,Car,0.00,1,-1.67,692.10,186.00,792.66,266.59,1.37,1.59,3.22,2.45,1.65,14.21,-1.50
000408.txt,Car,0.00,1,-1.43,513.36,178.43,567.15,215.41,1.40,1.67,3.72,-2.82,1.64,29.51,-1.52
000408.txt,Car,0.00,0,1.52,635.66,175.74,663.80,200.02,1.49,1.61,3.74,2.50,1.69,46.52,1.57
000408.txt,Car,0.00,1,-2.71,147.20,164.76,390.58,245.63,1.59,1.63,4.43,-7.20,1.46,15.42,-3.14
000409.txt,Car,0.00,0,-1.59,551.99,170.51,714.01,326.62,1.66,1.73,3.05,0.20,1.66,9.29,-1.57
000409.txt,Cyclist,0.00,0,-1.17,256.69,174.69,283.82,210.14,1.78,0.60,1.81,-17.54,1.88,37.21,-1.61
000409.txt,Car,0.00,0,1.73,452.53,176.19,481.78,194.54,1.47,1.72,4.39,-12.02,1.78,60.84,1.54
000410.txt,Car,0.00,1,-0.95,26.23,180.30,136.97,217.74,1.42,1.68,3.93,-21.64,1.74,29.70,-1.57
000410.txt,Car,0.71,1,-0.86,0.00,152.31,43.87,209.57,2.48,1.81,4.73,-27.37,1.60,31.32,-1.57
000410.txt,Car,0.00,1,2.13,112.70,173.81,198.46,209.97,1.64,1.83,3.65,-21.88,1.71,34.86,1.57
000410.txt,Car,0.00,0,1.91,353.90,172.47,383.79,189.98,1.55,1.37,3.97,-22.16,1.54,66.37,1.58
000410.txt,Car,0.00,1,-1.25,375.82,169.95,404.59,186.92,1.69,1.74,3.76,-22.68,1.43,74.54,-1.55
000410.txt,Car,0.00,2,2.09,153.64,166.53,214.83,196.85,1.92,1.84,3.84,-28.29,1.54,48.04,1.56
000410.txt,Car,0.00,0,-1.56,576.45,170.63,628.85,222.83,1.62,1.63,4.50,-0.28,1.58,24.90,-1.58
000411.txt,Car,0.00,0,-1.81,669.26,173.40,701.63,193.38,1.62,1.72,4.35,6.36,1.70,61.37,-1.71
000411.txt,Car,0.77,0,-2.22,958.05,197.21,1241.00,374.00,1.42,1.45,3.20,3.87,1.63,4.94,-1.59
000412.txt,Car,0.37,1,-1.96,830.16,156.08,1241.00,374.00,1.61,1.62,3.78,3.01,1.55,5.82,-1.50
000412.txt,Pedestrian,0.00,1,0.49,768.22,155.19,796.55,229.82,1.90,0.42,1.04,4.41,1.46,18.87,0.72
000412.txt,Pedestrian,0.00,1,0.53,776.51,157.57,800.18,227.71,1.87,0.50,0.90,4.85,1.47,19.70,0.77
000412.txt,Car,0.00,0,1.70,490.66,167.20,536.97,211.61,1.86,1.57,3.83,-4.29,1.65,32.40,1.57
000412.txt,Pedestrian,0.00,0,-0.30,645.62,166.00,660.28,199.73,1.78,0.53,0.95,2.20,1.43,38.63,-0.24
000412.txt,Car,0.00,0,2.05,95.88,192.42,352.42,334.28,1.50,1.46,3.70,-4.99,1.80,9.84,1.59
000412.txt,Pedestrian,0.00,0,1.88,369.54,180.36,387.54,229.71,1.54,0.57,0.41,-7.44,1.78,22.86,1.57
000413.txt,Car,0.00,0,-1.58,581.85,178.13,617.81,213.69,1.65,1.67,3.64,-0.55,1.93,35.66,-1.60
000413.txt,Car,0.00,1,2.06,102.07,186.60,276.94,279.58,1.59,1.57,3.39,-8.22,1.88,14.37,1.54
000413.txt,Car,0.00,1,1.85,364.12,185.04,435.41,222.92,1.35,1.63,4.10,-8.25,1.85,28.55,1.57
000414.txt,Car,0.00,0,0.32,429.86,175.69,656.81,263.79,1.57,1.65,4.09,-1.29,1.65,14.08,0.23
000415.txt,Car,0.48,0,2.10,0.00,198.06,315.45,374.00,1.48,1.67,3.83,-4.45,1.78,6.90,1.55
000415.txt,Car,0.00,1,-1.72,671.59,176.60,761.98,244.46,1.51,1.59,4.28,2.55,1.63,18.41,-1.59
000415.txt,Car,0.00,2,0.46,204.87,180.64,357.39,236.47,1.50,1.52,3.65,-9.33,1.74,20.53,0.04
000415.txt,Car,0.00,1,-1.83,740.84,180.92,907.08,293.77,1.43,1.51,3.33,3.01,1.56,10.94,-1.57
000415.txt,Car,0.00,2,-1.68,663.28,176.97,722.17,226.75,1.56,1.57,3.78,2.72,1.72,24.74,-1.57
000415.txt,Car,0.00,0,1.72,439.68,178.50,506.26,224.68,1.47,1.71,3.85,-4.72,1.68,25.14,1.53
000415.txt,Car,0.00,2,1.71,471.92,169.79,523.92,213.50,1.73,1.65,3.70,-4.73,1.63,30.65,1.56
000415.txt,Car,0.20,0,-1.97,792.64,191.19,1168.05,374.00,1.45,1.61,3.51,2.88,1.65,6.58,-1.57
000415.txt,Car,0.00,2,1.68,501.64,173.59,542.48,209.17,1.68,1.63,3.94,-4.42,1.75,36.45,1.56
000415.txt,Van,0.00,1,-1.63,631.74,151.77,674.91,198.34,2.85,2.46,5.85,2.75,1.59,47.46,-1.57
000415.txt,Car,0.00,0,-1.70,534.35,176.46,556.33,190.61,1.34,1.69,3.60,-6.42,1.72,71.21,-1.79
000416.txt,Car,0.00,0,-1.77,642.28,179.07,665.91,196.85,1.48,1.36,3.51,3.77,2.03,62.43,-1.71
000416.txt,Van,0.00,0,1.78,401.20,169.87,450.33,207.64,2.50,2.20,5.78,-12.95,2.34,51.03,1.53
000417.txt,Car,0.93,0,0.84,0.00,216.69,64.27,374.00,1.56,1.71,4.50,-8.09,2.04,6.78,-0.01
000417.txt,Car,0.00,1,-2.96,436.55,185.59,502.41,211.84,1.44,1.52,3.50,-8.09,2.20,41.60,3.13
000418.txt,Car,0.00,1,-2.88,346.76,179.17,450.91,218.50,1.49,1.64,3.70,-8.45,1.77,28.94,3.12
000418.txt,Car,0.00,1,-2.94,432.32,169.64,509.34,202.71,1.90,1.78,4.25,-8.33,1.74,43.29,-3.13
000418.txt,Car,0.00,1,0.11,493.07,174.58,538.68,193.07,1.52,1.64,3.70,-8.05,1.70,61.79,-0.01
000419.txt,Car,0.00,0,-1.64,667.33,172.73,711.62,209.59,1.60,1.76,3.84,3.71,1.05,33.42,-1.53
000419.txt,Car,0.00,0,-1.63,634.58,178.46,659.41,198.66,1.39,1.56,3.45,2.77,0.92,51.60,-1.58
000419.txt,Car,0.00,0,-1.86,599.34,179.29,625.44,193.51,1.41,1.66,3.76,0.45,0.82,74.07,-1.86
000420.txt,Car,0.69,0,2.15,0.00,189.00,351.20,374.00,1.55,1.64,3.70,-3.48,1.70,5.34,1.59
